iter	RMSE
1517	0.2630168239
1518	0.2629522693
1519	0.2629159727
1520	0.262863219
1521	0.2628194822
1522	0.2627850825
1523	0.2627450545
1524	0.2626499718
1525	0.2625848593
1526	0.2624973304
1527	0.2624412513
1528	0.2623671009
1529	0.2623552282
1530	0.2623413217
1531	0.2623089442
1532	0.2622823004
1533	0.2622701336
1534	0.2622159136
1535	0.2621260856
1536	0.2621069303
1537	0.2620675804
1538	0.2619210408
1539	0.2618599515
1540	0.2617852668
1541	0.2616852013
1542	0.261618627
1543	0.2615540296
1544	0.2614941799
1545	0.2613975667
1546	0.2613671168
1547	0.2612931755
1548	0.2612536889
1549	0.2611811694
1550	0.2611430466
1551	0.2610478238
1552	0.2609826828
1553	0.2608204947
1554	0.2607505418
1555	0.2607054157
1556	0.260652048
1557	0.2606079914
1558	0.2605690821
1559	0.2605446012
1560	0.2604897828
1561	0.2604182716
1562	0.2603537694
1563	0.2602908658
1564	0.2602787123
1565	0.2602180216
1566	0.260146427
1567	0.2600975236
1568	0.2600517365
1569	0.2599935886
1570	0.2598842527
1571	0.259850771
1572	0.2597559681
1573	0.2596971705
1574	0.2596328807
1575	0.259610717
1576	0.259499131
1577	0.2594579271
1578	0.2593965732
1579	0.2593530844
1580	0.259331007
1581	0.2592800405
1582	0.2592218131
1583	0.2591501485
1584	0.2591041175
1585	0.2590142002
1586	0.258956984
1587	0.2588665079
1588	0.2588231172
1589	0.2587445895
1590	0.2586257308
1591	0.2585570382
1592	0.2584644474
1593	0.2584022093
1594	0.2583920072
1595	0.2583276995
1596	0.2583199335
1597	0.2582938962
1598	0.2582623386
1599	0.2582530617
1600	0.2581528692
1601	0.2580710198
1602	0.258029616
1603	0.2579683384
1604	0.2578747838
1605	0.2578346169
1606	0.2578105074
1607	0.2577237852
1608	0.2576922602
1609	0.2576341768
1610	0.2575968151
1611	0.2574631495
1612	0.2573797444
1613	0.2573285933
1614	0.2573028631
1615	0.2572585501
1616	0.2571980112
1617	0.2571505776
1618	0.2570973958
1619	0.2570613319
1620	0.2570136236
1621	0.2569939537
1622	0.256921856
1623	0.2568778184
1624	0.2567473474
1625	0.2566871358
1626	0.256574733
1627	0.2564957234
1628	0.2563819072
1629	0.2562621919
1630	0.2562119244
1631	0.2561808503
1632	0.256148439
1633	0.2560526606
1634	0.2559669833
1635	0.255892187
1636	0.2558308291
1637	0.2557485375
1638	0.2557183554
1639	0.2556656079
1640	0.2556073256
1641	0.255556039
1642	0.2555122633
1643	0.2554451063
1644	0.2553987312
1645	0.2553050941
1646	0.2552630159
1647	0.255201493
1648	0.2551566334
1649	0.2550898165
1650	0.2549880771
1651	0.2549095134
1652	0.2548073912
1653	0.2547604323
1654	0.2546698825
1655	0.2546228456
1656	0.2545605586
1657	0.2545106408
1658	0.2544827887
1659	0.254417399
1660	0.2543682664
1661	0.2542546191
1662	0.2542454178
1663	0.2541644015
1664	0.2541174589
1665	0.2540723626
1666	0.2540005431
1667	0.2539391032
1668	0.2538777098
1669	0.2538063983
1670	0.2537638483
1671	0.2537275519
1672	0.2536518323
1673	0.2536154164
1674	0.2535549012
1675	0.2534878862
1676	0.2533806239
1677	0.2533426627
1678	0.2532872378
1679	0.2532101237
1680	0.2531172837
1681	0.2530212075
1682	0.2529775453
1683	0.2528827372
1684	0.2528317947
1685	0.2527906534
1686	0.2527073434
1687	0.2526308642
1688	0.2525992367
1689	0.2525245792
1690	0.2524472155
1691	0.2524143892
1692	0.2523395702
1693	0.2522464164
1694	0.2521624076
1695	0.2521173183
1696	0.2520648726
1697	0.2520260175
1698	0.2519572641
1699	0.2518790653
1700	0.2517961066
1701	0.251726695
1702	0.2516843354
1703	0.2515480214
1704	0.2514819269
1705	0.2514080178
1706	0.2513501722
1707	0.2512853114
1708	0.2512331301
1709	0.2511735881
1710	0.2510855019
1711	0.2510212071
1712	0.2509328151
1713	0.2508679145
1714	0.2508260907
1715	0.2508050274
1716	0.2507699528
1717	0.2506521437
1718	0.2505631113
1719	0.2504845242
1720	0.2504407593
1721	0.2504111582
1722	0.2503372552
1723	0.2503038523
1724	0.2502696984
1725	0.2502418349
1726	0.2501605047
1727	0.2501188797
1728	0.2500424037
1729	0.249980892
1730	0.249932975
1731	0.2498981853
1732	0.2498608782
1733	0.2498174394
1734	0.2497465402
1735	0.2496787013
1736	0.2496318274
1737	0.2495914636
1738	0.2495474253
1739	0.2494661443
1740	0.249397281
1741	0.249348725
1742	0.2492539699
1743	0.2492010777
1744	0.2491389574
1745	0.2491297931
1746	0.2490673432
1747	0.2490250033
1748	0.2489435513
1749	0.2488773224
1750	0.2487796679
1751	0.2487285773
1752	0.2486904898
1753	0.2486234833
1754	0.248585098
1755	0.2485439533
1756	0.2484749275
1757	0.2484221274
1758	0.2483953606
1759	0.2482837012
1760	0.2482256577
1761	0.2481601607
1762	0.2480919987
1763	0.2480162766
1764	0.2479663273
1765	0.2479252491
1766	0.2478243036
1767	0.2477687675
1768	0.2477567164
1769	0.247678213
1770	0.2476436268
1771	0.2475394186
1772	0.2474744752
1773	0.2474187753
1774	0.247339624
1775	0.2472416208
1776	0.2471637229
1777	0.2470627442
1778	0.2470155182
1779	0.2469534014
1780	0.2469106633
1781	0.2468476846
1782	0.2467630048
1783	0.2467122471
1784	0.2466662065
1785	0.2466175121
1786	0.246565926
1787	0.2465570128
1788	0.2464914284
1789	0.2464286734
1790	0.2463454768
1791	0.2462415473
1792	0.2462011209
1793	0.2461547678
1794	0.2460801613
1795	0.2459852372
1796	0.2459271786
1797	0.2458879234
1798	0.2457976145
1799	0.2457062696
1800	0.2456814081
1801	0.2456294814
1802	0.2455542461
1803	0.2454842929
1804	0.2454362218
1805	0.2453487242
1806	0.2453016189
1807	0.2452318533
1808	0.2451873898
1809	0.2450928167
1810	0.2450535201
1811	0.2449721251
1812	0.2449192294
1813	0.2449030518
1814	0.2448476552
1815	0.2447476363
1816	0.2447334516
1817	0.2446843549
1818	0.2446457286
1819	0.2446136838
1820	0.2445381897
1821	0.2445248501
1822	0.2444770803
1823	0.2443939525
1824	0.2443599501
1825	0.2443072577
1826	0.2442518989
1827	0.2442165179
1828	0.2441416399
1829	0.2441020192
1830	0.2440079457
1831	0.2439623745
1832	0.2439221799
1833	0.2438585008
1834	0.2437954876
1835	0.2437594277
1836	0.2436911156
1837	0.2436397682
1838	0.2435966808
1839	0.243514808
1840	0.2434924664
1841	0.243454917
1842	0.2434032317
1843	0.2433516844
1844	0.2433165439
1845	0.243215332
1846	0.2431851595
1847	0.2431596982
1848	0.2431096345
1849	0.2430643932
1850	0.2429950184
1851	0.2429845022
1852	0.2429288005
1853	0.2428866381
1854	0.2428487191
1855	0.2427738345
1856	0.2426864648
1857	0.2426218031
1858	0.2425471592
1859	0.2424797807
1860	0.2424343644
1861	0.2423718497
1862	0.2423294762
1863	0.2422829426
1864	0.2422477467
1865	0.2421870593
1866	0.242123331
1867	0.2421000265
1868	0.2420491872
1869	0.2419655962
1870	0.241908949
1871	0.2418727456
1872	0.2418572681
1873	0.2417864987
1874	0.2417230231
1875	0.2416928262
1876	0.2416470001
1877	0.2415949165
1878	0.2415210182
1879	0.2414912535
1880	0.2414439405
1881	0.2413855588
1882	0.2413461578
1883	0.2413001322
1884	0.2412545956
1885	0.24120904
1886	0.2411288531
1887	0.2410749273
1888	0.2410049293
1889	0.240948266
1890	0.2409115223
1891	0.240869837
1892	0.2408379921
1893	0.2408069532
1894	0.2407533722
1895	0.2407148781
1896	0.2406520777
1897	0.2406073901
1898	0.2404903403
1899	0.2404391535
1900	0.2403830662
1901	0.2403258199
1902	0.2402668681
1903	0.240245285
1904	0.2402155157
1905	0.2401659685
1906	0.2401263633
1907	0.2400750026
1908	0.2399949201
1909	0.2399335158
1910	0.2399257531
1911	0.2398836689
1912	0.2398197417
1913	0.2397789974
1914	0.2397193109
1915	0.2396410939
1916	0.2396117978
1917	0.2395327242
1918	0.2394756092
1919	0.2394346579
1920	0.2393528176
1921	0.239282083
1922	0.2392397827
1923	0.2392137741
1924	0.2391745996
1925	0.2391037324
1926	0.2390400097
1927	0.239007288
1928	0.2389405959
1929	0.2388788417
1930	0.2388352685
1931	0.2387704441
1932	0.2387314327
1933	0.2387009448
1934	0.2386245876
1935	0.2385934807
1936	0.2385692817
1937	0.2385328691
1938	0.2384671866
1939	0.2384357047
1940	0.2384125125
1941	0.2383621385
1942	0.2383150392
1943	0.2382747592
1944	0.2382626862
1945	0.2382210233
1946	0.2381385075
1947	0.2380487212
1948	0.2379853796
1949	0.2379643776
1950	0.2378957938
1951	0.2378366891
1952	0.2378003489
1953	0.2377628005
1954	0.2377004978
1955	0.2376223512
1956	0.2375193691
1957	0.2374820165
1958	0.2373736708
1959	0.2373311179
1960	0.2372909595
1961	0.2371983356
1962	0.2371477806
1963	0.2371377624
1964	0.2371152521
1965	0.2370666657
1966	0.2370079245
1967	0.2369502975
1968	0.2369059167
1969	0.2368412115
1970	0.2368123505
1971	0.2367358397
1972	0.2367287284
1973	0.236691036
1974	0.2366328013
1975	0.236567203
1976	0.2364972306
1977	0.2364606845
1978	0.2364359552
1979	0.2363961725
1980	0.2363418763
1981	0.236305647
1982	0.2362900339
1983	0.2362663316
1984	0.2362415665
1985	0.2361480484
1986	0.2360861092
1987	0.2360117823
1988	0.2359164365
1989	0.2358041627
1990	0.2357666881
1991	0.2357233003
1992	0.2356825365
1993	0.2356094474
1994	0.2355683031
1995	0.2355223213
1996	0.2354852658
1997	0.2354404744
1998	0.2353721433
1999	0.2353018889
